9.466666666666666563e-01,9.899999999999999911e-01,9.533333333333333659e-01,9.200000000000000400e-01,9.966666666666667007e-01,9.899999999999999911e-01,1.000000000000000000e+00,9.766666666666666829e-01,8.933333333333333126e-01
1.000000000000000000e+00,9.799999999999999822e-01,9.633333333333333748e-01,9.200000000000000400e-01,1.000000000000000000e+00,9.666666666666666741e-01,1.000000000000000000e+00,9.766666666666666829e-01,9.166666666666666297e-01
1.000000000000000000e+00,9.899999999999999911e-01,9.399999999999999467e-01,9.066666666666666208e-01,9.966666666666667007e-01,9.833333333333332815e-01,1.000000000000000000e+00,9.666666666666666741e-01,8.666666666666666963e-01
9.466666666666666563e-01,9.733333333333333837e-01,9.466666666666666563e-01,9.166666666666666297e-01,9.766666666666666829e-01,9.633333333333333748e-01,1.000000000000000000e+00,9.333333333333333481e-01,9.133333333333333304e-01
9.533333333333333659e-01,9.899999999999999911e-01,9.433333333333333570e-01,9.233333333333333393e-01,1.000000000000000000e+00,9.833333333333332815e-01,1.000000000000000000e+00,9.766666666666666829e-01,9.300000000000000488e-01
9.566666666666666652e-01,9.933333333333332904e-01,9.566666666666666652e-01,9.499999999999999556e-01,1.000000000000000000e+00,9.966666666666667007e-01,1.000000000000000000e+00,9.733333333333333837e-01,9.266666666666666385e-01
1.000000000000000000e+00,9.933333333333332904e-01,9.766666666666666829e-01,9.499999999999999556e-01,1.000000000000000000e+00,9.933333333333332904e-01,1.000000000000000000e+00,9.699999999999999734e-01,9.466666666666666563e-01
9.666666666666666741e-01,9.899999999999999911e-01,9.633333333333333748e-01,9.399999999999999467e-01,9.966666666666667007e-01,9.833333333333332815e-01,9.966666666666667007e-01,9.766666666666666829e-01,9.000000000000000222e-01
9.733333333333333837e-01,9.866666666666666918e-01,9.499999999999999556e-01,9.533333333333333659e-01,1.000000000000000000e+00,9.499999999999999556e-01,9.966666666666667007e-01,9.866666666666666918e-01,9.133333333333333304e-01
1.000000000000000000e+00,9.933333333333332904e-01,9.333333333333333481e-01,9.333333333333333481e-01,9.933333333333332904e-01,9.699999999999999734e-01,9.966666666666667007e-01,9.866666666666666918e-01,9.200000000000000400e-01
9.699999999999999734e-01,9.933333333333332904e-01,9.699999999999999734e-01,9.433333333333333570e-01,9.966666666666667007e-01,9.866666666666666918e-01,9.966666666666667007e-01,9.866666666666666918e-01,8.900000000000000133e-01
1.000000000000000000e+00,9.833333333333332815e-01,9.300000000000000488e-01,9.566666666666666652e-01,9.966666666666667007e-01,9.666666666666666741e-01,1.000000000000000000e+00,9.833333333333332815e-01,9.499999999999999556e-01
1.000000000000000000e+00,9.933333333333332904e-01,9.566666666666666652e-01,9.100000000000000311e-01,9.933333333333332904e-01,9.699999999999999734e-01,1.000000000000000000e+00,9.699999999999999734e-01,8.833333333333333037e-01
9.499999999999999556e-01,9.733333333333333837e-01,9.499999999999999556e-01,9.133333333333333304e-01,1.000000000000000000e+00,9.599999999999999645e-01,1.000000000000000000e+00,9.766666666666666829e-01,8.666666666666666963e-01
1.000000000000000000e+00,9.933333333333332904e-01,9.366666666666666474e-01,9.533333333333333659e-01,9.933333333333332904e-01,9.499999999999999556e-01,1.000000000000000000e+00,9.566666666666666652e-01,9.433333333333333570e-01
9.733333333333333837e-01,9.899999999999999911e-01,9.233333333333333393e-01,9.166666666666666297e-01,1.000000000000000000e+00,9.733333333333333837e-01,1.000000000000000000e+00,9.399999999999999467e-01,9.200000000000000400e-01
1.000000000000000000e+00,9.766666666666666829e-01,9.133333333333333304e-01,8.900000000000000133e-01,1.000000000000000000e+00,9.799999999999999822e-01,1.000000000000000000e+00,9.733333333333333837e-01,9.066666666666666208e-01
9.599999999999999645e-01,9.733333333333333837e-01,9.599999999999999645e-01,9.266666666666666385e-01,1.000000000000000000e+00,9.899999999999999911e-01,1.000000000000000000e+00,9.933333333333332904e-01,8.633333333333332860e-01
1.000000000000000000e+00,9.966666666666667007e-01,9.333333333333333481e-01,9.200000000000000400e-01,9.933333333333332904e-01,9.833333333333332815e-01,1.000000000000000000e+00,9.733333333333333837e-01,8.966666666666666119e-01
1.000000000000000000e+00,9.866666666666666918e-01,9.733333333333333837e-01,9.233333333333333393e-01,1.000000000000000000e+00,9.733333333333333837e-01,1.000000000000000000e+00,9.799999999999999822e-01,9.166666666666666297e-01
